name,Npoints,Nboundary,ri,re,xcenter,ycenter,number,c,eig1,eig2,eig3,eig4
021,100,100,0.386186186186186,10,3.52510066903687,-5.69396980456146,20,0.2,0.0946706156616177,0.20622620535649,0.253205379368059,0.40299152244276
022,100,100,0.395495495495496,10,4.44469407565837,4.8083976144164,20,0.2,0.0967988344178797,0.209435918812592,0.255461912172206,0.399052744275345
023,100,100,0.404804804804805,10,-3.00315043426381,-5.07306124192604,20,0.2,0.100004849575823,0.207876853446235,0.268651589422827,0.405359752263061
024,100,100,0.414114114114114,10,3.60712872373727,5.12426482031646,20,0.2,0.0979558992331551,0.206904467817501,0.263817239818516,0.406382083808699
025,100,100,0.423423423423423,10,0.520677079428889,6.11874157277919,20,0.2,0.0976559526625745,0.207978640393394,0.257206620977139,0.398003571428984
026,100,100,0.432732732732733,10,-5.48225485766867,-4.48072491132109,20,0.2,0.0916145129205556,0.203607587053544,0.240314825897525,0.395765359404206
027,100,100,0.442042042042042,10,3.15606845869534,0.131168009585068,20,0.2,0.126367214176557,0.215890955151493,0.300213166611295,0.414326868085994
028,100,100,0.451351351351351,10,-1.7729884388272,3.55075474539756,20,0.2,0.115659499584393,0.212509961498568,0.291916397230059,0.409374501661929
029,100,100,0.460660660660661,10,1.86214035375008,9.21663699576142,20,0.2,0.0870489599308613,0.201144382806356,0.217304600872008,0.395671227209726
030,100,100,0.46996996996997,10,0.760381508025489,7.33713788866039,20,0.2,0.0920806746736443,0.208077257856755,0.239144208701869,0.400562142716555
031,100,100,0.479279279279279,10,-2.70278637537789,-1.29239160213359,20,0.2,0.12628191061131,0.218630006898149,0.299974499409905,0.410917571225287
032,100,100,0.488588588588589,10,2.4436223742308,-7.54788825100692,20,0.2,0.0921783170818884,0.208738813842438,0.230387543112511,0.390647750957253
033,100,100,0.497897897897898,10,-1.77266514752729,-3.54029838561533,20,0.2,0.115381483697637,0.214142283067289,0.303509547887106,0.409870610516233
034,100,100,0.507207207207207,10,-7.06355787514466,-4.71461511514938,20,0.2,0.0880087702319734,0.207586367398902,0.22359611363553,0.392993707703171
035,100,100,0.516516516516517,10,3.79667621879365,2.85202249408708,20,0.2,0.108544480042708,0.212942017933151,0.288543392255039,0.414426466080361
036,100,100,0.525825825825826,10,6.46531209261014,3.06759448877582,20,0.2,0.0946148961661962,0.20409624288874,0.244644334038281,0.391991316829781
037,100,100,0.535135135135135,10,-5.14148429775698,-7.58679502171277,20,0.2,0.087281561398251,0.203784532257961,0.216127835329789,0.393083870375348
038,100,100,0.544444444444445,10,-4.67868343543932,-0.530161674562937,20,0.2,0.107679574087247,0.210223150896467,0.289551555125688,0.409523838583575
039,100,100,0.553753753753754,10,-1.85630889183487,8.71016149270274,20,0.2,0.0865742843689564,0.203234684558917,0.219867497897611,0.390915828894221
040,100,100,0.563063063063063,10,-1.55843567135917,6.46232903752259,20,0.2,0.0973656759985953,0.208733641586492,0.252806772307497,0.39897676953036
041,100,100,0.572372372372372,10,-4.47688081813701,-7.66963290365217,20,0.2,0.0878607324675937,0.205927554196847,0.222860594074231,0.390061910671488
042,100,100,0.581681681681682,10,-0.122762962581885,3.41269342866903,20,0.2,0.126410051291223,0.21593112772364,0.301914040160251,0.401608286833421
043,100,100,0.590990990990991,10,7.5288741646162,-3.42899289997323,20,0.2,0.0900773836766822,0.203098334218311,0.230510636652051,0.390457585782742
044,100,100,0.6003003003003,10,-1.33119782006863,3.84614513323277,20,0.2,0.117739938250983,0.213527240226197,0.29660872476056,0.409488598725737
045,100,100,0.60960960960961,10,0.850702312682851,5.15512161777225,20,0.2,0.106673335764783,0.212662033676074,0.280503135858758,0.414981876910904
046,100,100,0.618918918918919,10,-4.89150587708133,-4.39333526874334,20,0.2,0.0972817196843407,0.208085160933195,0.256001428275142,0.403644445435161
047,100,100,0.628228228228228,10,-4.56544979698168,-7.73768079810136,20,0.2,0.087278057998537,0.208327627735805,0.218532058248163,0.392393513459053
048,100,100,0.637537537537538,10,-6.5099447875871,4.99960936479028,20,0.2,0.0919152603132282,0.206879061571367,0.230080976255035,0.396877081164555
049,100,100,0.646846846846847,10,5.5368253489509,-3.65994916678481,20,0.2,0.095246646845324,0.208683730597328,0.25459636469384,0.40647771875585
050,100,100,0.656156156156156,10,-2.94582687690991,-2.55923776500817,20,0.2,0.119122124661659,0.214821381595931,0.296577420042754,0.415862141641265
051,100,100,0.665465465465465,10,1.68025085389722,8.30588970751298,20,0.2,0.0898002023785979,0.206032245111253,0.227754042289172,0.399961616174106
052,100,100,0.674774774774775,10,-6.37239012985492,-6.1227902776076,20,0.2,0.0884802025221722,0.205560526621506,0.221148594963029,0.393099013031049
053,100,100,0.684084084084084,10,-3.19724782865742,3.94487332879611,20,0.2,0.106720305791471,0.211646741351115,0.285104181837662,0.409911785682201
054,100,100,0.693393393393393,10,1.34666198452969,7.06673357050347,20,0.2,0.0917653972132051,0.20542317441336,0.242128513243025,0.397885320525671
055,100,100,0.702702702702703,10,-1.14928412829997,6.34273519307673,20,0.2,0.0964293568092254,0.203508355435484,0.26030984977313,0.400213147718541
056,100,100,0.712012012012012,10,6.53277855166249,0.790553018496801,20,0.2,0.0969327366717742,0.20652241227396,0.258806608946886,0.399724404158174
057,100,100,0.721321321321321,10,5.62404563860746,4.49798865565821,20,0.2,0.0930632710114695,0.202821005562866,0.247413077831008,0.398131728430269
058,100,100,0.730630630630631,10,-5.11703093955499,2.08672858452026,20,0.2,0.104197084323878,0.209471562704871,0.282693091583392,0.412330280938268
059,100,100,0.73993993993994,10,5.94134896421136,-4.47703845988796,20,0.2,0.092488848094481,0.203477636573429,0.242056255562069,0.397189991188734
060,100,100,0.749249249249249,10,5.19692034649927,1.26353153111586,20,0.2,0.10560029486932,0.208308733097726,0.275037021913316,0.402205403407481
061,100,100,0.758558558558559,10,5.97881394801993,-2.18998420401987,20,0.2,0.0988032498674204,0.205048093850793,0.264711788889322,0.397234153154661
062,100,100,0.767867867867868,10,3.31397508981215,6.63749931770131,20,0.2,0.0937270590852592,0.206618020626858,0.241832759101746,0.398004600444945
063,100,100,0.777177177177177,10,-5.4973519006208,6.37971785140723,20,0.2,0.0908149599278642,0.203420401316118,0.232561440782538,0.398932173181316
064,100,100,0.786486486486487,10,-0.910866808016428,6.69726304138165,20,0.2,0.0956858765674282,0.204660865388388,0.253681412950186,0.39559011167243
065,100,100,0.795795795795796,10,8.12377617216737,-3.4553217564826,20,0.2,0.0903748532234757,0.207997139470703,0.222813361325935,0.390713824469995
066,100,100,0.805105105105105,10,-2.99501391593136,2.18637120229772,20,0.2,0.12210975440928,0.2192157268575,0.311119162213201,0.430375305655357
067,100,100,0.814414414414415,10,3.61892243552657,3.99525134713847,20,0.2,0.108500458727377,0.213112227465494,0.286554402878616,0.422785839964896
068,100,100,0.823723723723724,10,-2.27553426603435,7.99924210781807,20,0.2,0.0895505659664703,0.20388473077261,0.228132706439332,0.391317983211093
069,100,100,0.833033033033033,10,2.02550910476523,3.79763272079678,20,0.2,0.116677229208264,0.213685792616368,0.303599775046124,0.420099819884232
070,100,100,0.842342342342342,10,1.42807779047672,-0.95569389525528,20,0.2,0.156289484394983,0.229337247400532,0.282688695831268,0.408032972027369
071,100,100,0.851651651651652,10,-8.11405923867075,-2.41908132111157,20,0.2,0.0886218254675772,0.202408216374122,0.230163015368941,0.39475794622765
072,100,100,0.860960960960961,10,-2.96021125285238,4.93473490809442,20,0.2,0.101766909313143,0.20405675705616,0.273218021162236,0.403011826295633
073,100,100,0.87027027027027,10,-1.00040304324758,5.88351363920889,20,0.2,0.103473711036791,0.205820152975504,0.278538727761324,0.406314449730945
074,100,100,0.87957957957958,10,3.3620681731668,-0.417458608174673,20,0.2,0.126693792132919,0.224922524898703,0.310931548135644,0.42415375586917
075,100,100,0.888888888888889,10,3.89380581066274,5.19246125283835,20,0.2,0.0987703478456835,0.205401870420171,0.265441047146192,0.403724479959418
076,100,100,0.898198198198198,10,3.06926084643696,4.89932098628866,20,0.2,0.101734938515086,0.208308886347632,0.275267361568739,0.413513399258447
077,100,100,0.907507507507508,10,-7.2622109393415,-4.61194313885235,20,0.2,0.088586659340758,0.202346313536171,0.226639654366432,0.388533932027542
078,100,100,0.916816816816817,10,-2.29649151157457,4.25042847440873,20,0.2,0.10926213071912,0.212459526819726,0.292361989353478,0.418779209496167
079,100,100,0.926126126126126,10,4.63004625112346,-1.94059890587364,20,0.2,0.109127051826446,0.210177372586791,0.293377140250236,0.414411094146053
080,100,100,0.935435435435436,10,-5.20018799633646,-3.78101595066818,20,0.2,0.0991918034944523,0.208624474767926,0.26360129979125,0.401025544650692
081,100,100,0.944744744744745,10,2.83920123432659,-8.59710040468765,20,0.2,0.0885161556532176,0.205396431569716,0.223393755268049,0.401651610328589
082,100,100,0.954054054054054,10,7.6036670264878,-2.23954071338244,20,0.2,0.0897718075958555,0.205082159494681,0.231527539391275,0.387842869034511
083,100,100,0.963363363363363,10,6.19176094283687,-3.16275059653701,20,0.2,0.0964208989798684,0.205021625960863,0.259275825702486,0.407004962108435
084,100,100,0.972672672672673,10,-7.28481518470917,-2.65871921035113,20,0.2,0.0912518002263105,0.201456374029526,0.243025257927622,0.400413692625338
085,100,100,0.981981981981982,10,3.65512943049906,0.0581014908554204,20,0.2,0.125299928483425,0.224940758058866,0.307493317087114,0.427101031166455
086,100,100,0.991291291291291,10,4.21375869774764,-6.31684938917005,20,0.2,0.0923574193448758,0.20501804134915,0.242199265985065,0.400566960709232
087,100,100,1.0006006006006,10,3.51093248083341,5.01355039899636,20,0.2,0.105049607903887,0.209286159277321,0.278274160236137,0.414181698413514
088,100,100,1.00990990990991,10,4.36379886235462,-6.92993078422161,20,0.2,0.0886969946496237,0.201587862117583,0.234122544623133,0.39129000218108
089,100,100,1.01921921921922,10,-1.11460983724041,-1.50799699611637,20,0.2,0.155187989908127,0.229513962918986,0.29217660330023,0.402389957335257
090,100,100,1.02852852852853,10,-2.75170301037367,6.41387083207191,20,0.2,0.0960735783985633,0.206085773513314,0.25647536668663,0.396940029916525
091,100,100,1.03783783783784,10,-0.859818398094382,-6.51399782259463,20,0.2,0.100123785587314,0.208665105000866,0.265843689699384,0.405623092279074
092,100,100,1.04714714714715,10,-3.6697670590992,1.35367437529542,20,0.2,0.124503485204548,0.218269585689639,0.312117869758062,0.420988673071472
093,100,100,1.05645645645646,10,4.85808955251299,-5.10062637021658,20,0.2,0.0973878664169517,0.205106225674124,0.259760853410445,0.402656285791152
094,100,100,1.06576576576577,10,0.166968312143836,-1.95061759287651,20,0.2,0.154907354064889,0.23360702425334,0.295662941530236,0.404348472017218
095,100,100,1.07507507507508,10,1.57099610722799,6.16822511106827,20,0.2,0.0999013229452697,0.203768763232488,0.264658463998555,0.398680620765721
096,100,100,1.08438438438438,10,7.40126274123951,-0.340064580771769,20,0.2,0.0958909852717247,0.207169105663702,0.251105178205544,0.402212795750441
097,100,100,1.09369369369369,10,4.9909161516273,-0.143432058885563,20,0.2,0.110674875900554,0.21411920446935,0.294585236204502,0.421348365876801
098,100,100,1.103003003003,10,-2.09040774585483,-4.4653774458142,20,0.2,0.115277412731079,0.212915126335987,0.300606952141192,0.422470948809666
099,100,100,1.11231231231231,10,-2.96596511544081,-6.87084144685206,20,0.2,0.0935526011240103,0.203006529760563,0.254500441581966,0.396027618481945
100,100,100,1.12162162162162,10,-0.573718870904408,-4.34115355472028,20,0.2,0.11768558447819,0.218349253204895,0.307748094185083,0.428252812712714
101,100,100,1.13093093093093,10,-0.669561452943293,5.68357531100811,20,0.2,0.105604699484257,0.211339578748368,0.28139911689155,0.41024163670262
102,100,100,1.14024024024024,10,0.536651318285152,-7.90116564036053,20,0.2,0.0918476981609467,0.202257460354433,0.240861625313821,0.394213323507064
103,100,100,1.14954954954955,10,-4.04135495598391,-3.50848574302436,20,0.2,0.108855155695671,0.21305663472053,0.289141309895668,0.416513229979292
104,100,100,1.15885885885886,10,7.55211282813742,-1.30359362112913,20,0.2,0.0915804295223414,0.205437318986233,0.240955458730124,0.399546018205484
105,100,100,1.16816816816817,10,1.5720369485725,-8.37113738060384,20,0.2,0.0907879741250582,0.203060102640598,0.233604653818246,0.391233822476076
106,100,100,1.17747747747748,10,-0.489163236203837,5.95214145233109,20,0.2,0.104193439488946,0.210230126324704,0.280078892397227,0.405128813487752
107,100,100,1.18678678678679,10,-1.22044853687444,6.29577787627258,20,0.2,0.0992450956393294,0.205710799961527,0.268672667555285,0.409611241550391
108,100,100,1.1960960960961,10,-5.54547678126538,6.68392782470508,20,0.2,0.0895549182665873,0.204182535720427,0.230166524848106,0.393816257870007
109,100,100,1.20540540540541,10,-3.35058746026304,4.29135947444381,20,0.2,0.106978259127964,0.20771772177983,0.290842133148531,0.41852064528142
110,100,100,1.21471471471471,10,0.870420717879773,6.77910938087452,20,0.2,0.0964908783119591,0.203425092529491,0.260913170083826,0.399567771417078
111,100,100,1.22402402402402,10,4.09578661530575,-6.61158107182537,20,0.2,0.0939943193270255,0.203660420008293,0.244220963513376,0.400535395615154
112,100,100,1.23333333333333,10,4.54996228041347,-0.415606713431086,20,0.2,0.117859646480032,0.217797054242101,0.30940930763183,0.426794370646185
113,100,100,1.24264264264264,10,2.59907540893028,7.01180988895316,20,0.2,0.0930532812131545,0.206782413144131,0.244874729606705,0.396308130024906
114,100,100,1.25195195195195,10,3.58049864283129,6.73725331061678,20,0.2,0.0924066968749913,0.205353808152947,0.24315521434652,0.387602955161473
115,100,100,1.26126126126126,10,2.2753357564646,0.164413250671329,20,0.2,0.154636384236311,0.240045771901774,0.310524635514365,0.408641957923943
116,100,100,1.27057057057057,10,4.13811838930271,0.746866476175138,20,0.2,0.12878614851618,0.223203481576944,0.318946520301309,0.433607091527596
117,100,100,1.27987987987988,10,1.86529039143468,8.30345286782065,20,0.2,0.0890071490138157,0.201290656514223,0.22894709836659,0.39373153844225
118,100,100,1.28918918918919,10,-3.55679603656101,6.41016466716531,20,0.2,0.0940972147482761,0.20119812501576,0.252370475267966,0.398239894952475
119,100,100,1.2984984984985,10,6.28542473884861,-1.74757336366459,20,0.2,0.101091834374281,0.20522001878542,0.266921174536674,0.400606409096955
120,100,100,1.30780780780781,10,-2.04868277472618,1.342721438387,20,0.2,0.150041348100825,0.23488476193299,0.323527595731806,0.425897402292489
121,100,100,1.31711711711712,10,-5.59266489315522,-1.35667247379975,20,0.2,0.108607339011987,0.210743510760212,0.288359420324463,0.422961669263508
122,100,100,1.32642642642643,10,2.49030291069731,5.37998436735,20,0.2,0.103469046383021,0.209560189085243,0.278418095966787,0.413135645935176
123,100,100,1.33573573573574,10,-6.82780123667638,4.63106150078827,20,0.2,0.0913274915602105,0.203989597002633,0.238456796369292,0.396739342911179
124,100,100,1.34504504504505,10,2.06119503507021,-2.39098621260741,20,0.2,0.136237507686315,0.227818907272095,0.323628293751965,0.429244964982265
125,100,100,1.35435435435435,10,-5.12372979422567,-4.88410052961178,20,0.2,0.0979484565886286,0.201793198232251,0.259904385443808,0.401197885704367
126,100,100,1.36366366366366,10,1.55483411027686,2.60231250856387,20,0.2,0.138801055293909,0.228551592148795,0.318617951615559,0.42555960172333
127,100,100,1.37297297297297,10,-3.40123442729143,-6.04365355394073,20,0.2,0.0971531425734956,0.200669723584946,0.265555945433192,0.398344392914205
128,100,100,1.38228228228228,10,-0.355538922265927,-5.76156760206069,20,0.2,0.108199043796244,0.210573777718701,0.284903839549897,0.407377250845673
129,100,100,1.39159159159159,10,-4.01108230438173,1.06543809241861,20,0.2,0.125359972922508,0.220913899822764,0.320649954113679,0.435874998485736
130,100,100,1.4009009009009,10,-6.10101507287164,-2.08253528603633,20,0.2,0.0996372719922042,0.204083362517941,0.266950118324897,0.404921763586794
131,100,100,1.41021021021021,10,4.40879474505669,-4.23858243845886,20,0.2,0.103299773427739,0.206914153300058,0.280678476734281,0.415148069874582
132,100,100,1.41951951951952,10,2.00210632266415,4.42037813997972,20,0.2,0.114962797418808,0.209854149322128,0.301548961130071,0.422198094348423
133,100,100,1.42882882882883,10,-3.01985727857145,0.754890976268755,20,0.2,0.138952866618992,0.226468673878678,0.320473372554279,0.423173832229461
134,100,100,1.43813813813814,10,-1.68479111464839,5.31803404859267,20,0.2,0.109741622225475,0.209609228596167,0.289753416692132,0.418490871662865
135,100,100,1.44744744744745,10,-2.29705180300613,4.89042047610297,20,0.2,0.113006178627449,0.21639789124968,0.291960068626141,0.420980037295679
136,100,100,1.45675675675676,10,3.07923485468531,-3.05550067348672,20,0.2,0.123471350545271,0.224603187122413,0.315944916090282,0.433732543392454
137,100,100,1.46606606606607,10,-6.77473697715876,1.96231974597699,20,0.2,0.097017090416448,0.20542980352822,0.262557309561888,0.408619362350091
138,100,100,1.47537537537538,10,4.48370489209973,-0.0439594179203127,20,0.2,0.119370981321259,0.218141973535354,0.315806743493767,0.433166469735359
139,100,100,1.48468468468468,10,1.72683029658691,2.84823276821691,20,0.2,0.139029777892043,0.228460065447508,0.326256036397857,0.435988573615013
140,100,100,1.49399399399399,10,-2.64038156479699,-1.14439440923788,20,0.2,0.140687870140541,0.230201339386853,0.320911522218561,0.429046702701789
141,100,100,1.5033033033033,10,1.04200043344275,-3.30838021959126,20,0.2,0.133791309230079,0.224828297258228,0.318156644032785,0.424125851557433
142,100,100,1.51261261261261,10,1.48804647135772,-1.41702537334192,20,0.2,0.163608306355092,0.240786239722425,0.312769776746775,0.416912488812614
143,100,100,1.52192192192192,10,-5.97981040530521,1.79058860865458,20,0.2,0.103725036671565,0.20670129349338,0.276214597295732,0.406904504763845
144,100,100,1.53123123123123,10,-2.75066475568365,-4.56576746624839,20,0.2,0.111087618691701,0.213697581458289,0.296535183855285,0.424231958725301
145,100,100,1.54054054054054,10,4.32196093294496,0.360586877587548,20,0.2,0.122053861640149,0.221618088197203,0.319402555779101,0.441097248153555
146,100,100,1.54984984984985,10,-1.79908744377724,-3.21590133285701,20,0.2,0.133083482809581,0.226209585985193,0.320216752984337,0.432732939198404
147,100,100,1.55915915915916,10,-1.97028051590434,-5.72977656578916,20,0.2,0.106382831558542,0.206721241320518,0.278817703661063,0.404253910284081
148,100,100,1.56846846846847,10,5.28219690529931,4.80965703389346,20,0.2,0.0964498513471416,0.20490684589079,0.258265813049538,0.404533403940057
149,100,100,1.57777777777778,10,7.15087749107408,-0.684378265335581,20,0.2,0.0952650319410435,0.200440731806275,0.255586453547223,0.401068799823603
150,100,100,1.58708708708709,10,-4.49255968251947,-1.66242486663136,20,0.2,0.118032246904053,0.219209868146916,0.311400946861844,0.437647923374319
151,100,100,1.5963963963964,10,-3.36079482944796,1.44318235511262,20,0.2,0.130954068832517,0.226347554954388,0.320527810174695,0.437379410760045
152,100,100,1.60570570570571,10,-7.02977287249634,3.4972817527813,20,0.2,0.0946796115391497,0.202039717806362,0.246586553108199,0.39507667658752
153,100,100,1.61501501501502,10,3.15878733275234,-1.68686520862446,20,0.2,0.132847349326741,0.224272994296122,0.322566521084114,0.43716004387851
154,100,100,1.62432432432432,10,-1.92557390276461,5.81276394121023,20,0.2,0.105706742440871,0.204696739852024,0.285080235841726,0.409140254918178
155,100,100,1.63363363363363,10,-0.302614317467606,-6.41719562051948,20,0.2,0.101908312501465,0.204619839956996,0.276722441954541,0.415365854392841
156,100,100,1.64294294294294,10,3.34159635826493,4.33547555964341,20,0.2,0.109959197290846,0.21102093770858,0.298370109378216,0.424598449564542
157,100,100,1.65225225225225,10,4.71426923063055,-3.6098682555865,20,0.2,0.107380556188967,0.205129648968735,0.284030485838774,0.417365007997291
158,100,100,1.66156156156156,10,-2.41811185396477,-2.9233274947374,20,0.2,0.134195380636548,0.228548749119933,0.323955315609138,0.445511821027897
159,100,100,1.67087087087087,10,2.68436340051467,-0.946240731315665,20,0.2,0.148356827312129,0.235863212371877,0.325862815437605,0.430254374039753
160,100,100,1.68018018018018,10,-4.6579602674459,1.27784696540634,20,0.2,0.118233961096809,0.213823714465298,0.312019089160645,0.435844268479701
161,100,100,1.68948948948949,10,-5.22242686934341,4.85797159171618,20,0.2,0.0973108445174136,0.202006610502195,0.260118086377208,0.402311945452403
162,100,100,1.6987987987988,10,1.56772926949456,6.38012487937981,20,0.2,0.101914954796215,0.2106547553664,0.268218314786545,0.410253819012992
163,100,100,1.70810810810811,10,5.42214909104149,-3.35534224627688,20,0.2,0.104744570808089,0.207749732692286,0.278254255248935,0.414796632349079
164,100,100,1.71741741741742,10,6.50702443938496,4.07969160578153,20,0.2,0.0976650079286334,0.202854743394994,0.254318357863276,0.400226993844249
165,100,100,1.72672672672673,10,3.62446582305599,3.46492041189411,20,0.2,0.117650848893778,0.215713843771413,0.308624283871391,0.432924078854419
166,100,100,1.73603603603604,10,0.0738993567316524,-3.82156019753181,20,0.2,0.132179754263279,0.229221050949309,0.326034595225046,0.444362091434732
167,100,100,1.74534534534535,10,4.14689558828828,-1.27584956637272,20,0.2,0.12530349194113,0.221813362842898,0.319659811104043,0.437604065986416
168,100,100,1.75465465465465,10,-0.463116124467793,-5.397426065854,20,0.2,0.113030038950418,0.211673430904295,0.301218327122609,0.432732818291701
169,100,100,1.76396396396396,10,8.00172279722312,1.47426032549573,20,0.2,0.092746459478909,0.199277021403308,0.241755196213104,0.387399118749976
170,100,100,1.77327327327327,10,2.56031765113906,-5.50462871653791,20,0.2,0.10678674210285,0.205354248495864,0.287331459510185,0.413810650101105
171,100,100,1.78258258258258,10,6.78277426442575,-1.70829778224858,20,0.2,0.099664597466352,0.199937637637788,0.273632926239446,0.407892355532475
172,100,100,1.79189189189189,10,1.52739339942668,8.04889375775643,20,0.2,0.0933486661413294,0.200697348806518,0.241914883300702,0.391509479189563
173,100,100,1.8012012012012,10,-0.418234578659268,-6.31961929114991,20,0.2,0.103337745983856,0.203307642417868,0.278768581677163,0.412303186118823
174,100,100,1.81051051051051,10,-0.676439490725949,0.586592989254916,20,0.2,0.206480824676808,0.268712090565757,0.295313190115128,0.406802519566299
175,100,100,1.81981981981982,10,-2.47662015612547,1.75848009926,20,0.2,0.149310008231189,0.236870993511847,0.334535056689399,0.442992110603276
176,100,100,1.82912912912913,10,0.731276562607147,-1.2573510607893,20,0.2,0.190036200311802,0.258874847903268,0.316696519178509,0.414556467141788
177,100,100,1.83843843843844,10,-5.13402386589184,-1.91805474851574,20,0.2,0.113481042410132,0.212434316351604,0.295788315405648,0.423711485273803
178,100,100,1.84774774774775,10,4.91864662312395,1.09714177735326,20,0.2,0.117839455286468,0.214843275451483,0.305241062742361,0.424697500478161
179,100,100,1.85705705705706,10,-4.6151032035363,-6.4131893236294,20,0.2,0.0971323739199071,0.202530782399259,0.255720570275124,0.398835526615899
180,100,100,1.86636636636637,10,-1.1168890960118,2.03575554150627,20,0.2,0.165209693389144,0.24560782128688,0.330141282090211,0.431420500724568
181,100,100,1.87567567567568,10,4.06560786858413,6.27686760090047,20,0.2,0.0957896689783772,0.201008490326763,0.255249253671051,0.394079864492201
182,100,100,1.88498498498499,10,-6.26993835105273,-0.216470137276687,20,0.2,0.106439993948839,0.205075817369994,0.284221656368309,0.413748865133924
183,100,100,1.89429429429429,10,-4.17191275053877,-0.101980536065164,20,0.2,0.130650399807617,0.223835923020928,0.320137308556069,0.438037075229023
184,100,100,1.9036036036036,10,0.472718497197476,-3.95755011971258,20,0.2,0.134871226507706,0.229177752588212,0.324875757592887,0.441292753056466
185,100,100,1.91291291291291,10,-0.715049257575181,-6.29424013036834,20,0.2,0.106358194413051,0.208724430999751,0.285564421619272,0.418153687382238
186,100,100,1.92222222222222,10,4.69495520983557,-4.22454952422485,20,0.2,0.102775087419815,0.205548152655161,0.281946845586213,0.41247093040599
187,100,100,1.93153153153153,10,-6.73960571775817,4.0788500878593,20,0.2,0.0938830074240405,0.201007723989164,0.24963656953225,0.399951633554927
188,100,100,1.94084084084084,10,-5.53171279314627,5.70198039163079,20,0.2,0.0939403319015683,0.201400882499761,0.249941469903612,0.400389230204066
189,100,100,1.95015015015015,10,-0.0655532529901118,1.03261983180946,20,0.2,0.201712898926915,0.264280179310013,0.30561470445158,0.409513060379933
190,100,100,1.95945945945946,10,3.48865987633035,-3.75704145556493,20,0.2,0.116463630127246,0.215872802518984,0.312328619087431,0.435640379148371
191,100,100,1.96876876876877,10,-5.35364537710498,-1.21056395949043,20,0.2,0.115171020725793,0.21468756081652,0.311684777295923,0.434927783052885
192,100,100,1.97807807807808,10,-4.5158490692485,5.10238644572478,20,0.2,0.101206521207057,0.205038845008249,0.275329089677746,0.405146437441593
193,100,100,1.98738738738739,10,-4.40459051064693,2.25226417260447,20,0.2,0.120642303413407,0.219251373686994,0.314071053330836,0.443985756047545
194,100,100,1.9966966966967,10,-5.36291495295463,-1.30750367754819,20,0.2,0.112456475265217,0.212312634918196,0.299467601162771,0.428568046024625
